"","...1","Video_name","Class","measure","value","vid_name_long","vid_location","year","river","transect","location","frame_rate","total_frames","video_length","number_of_splits","rand_order","EDA","notes","Mobility","Schooling","Schooling_3_groups","Mobility_3_groups","...6","...7","...8","value_tol"
"103",4495,"2017_Mudginberri_Billabong_2017_Transect_2_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 2_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 2/Location 5/","2017","Mudginberri","Transect 2","Location 5",50,212400,70.8,18,0.171907327,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"104",4535,"2017_Mudginberri_Billabong_2017_Transect_2_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 2_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 2/Location 6/","2017","Mudginberri","Transect 2","Location 6",50,209083,69.69433333,18,0.075209678,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"105",4575,"2017_Mudginberri_Billabong_2017_Transect_2_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 2_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 2/Location 8/","2017","Mudginberri","Transect 2","Location 8",50,212400,70.8,18,0.063622129,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"106",4615,"2017_Mudginberri_Billabong_2017_Transect_2_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 2_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 2/Location 9/","2017","Mudginberri","Transect 2","Location 9",50,207978,69.326,18,0.906151189,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"107",4655,"2017_Mudginberri_Billabong_2017_Transect_3_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 1/","2017","Mudginberri","Transect 3","Location 1",50,207201,69.067,18,0.475137715,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"108",4695,"2017_Mudginberri_Billabong_2017_Transect_3_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 10/","2017","Mudginberri","Transect 3","Location 10",50,216831,72.277,19,0.104752402,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"109",4735,"2017_Mudginberri_Billabong_2017_Transect_3_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 2/","2017","Mudginberri","Transect 3","Location 2",50,211295,70.43166667,18,0.52974318,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"110",4775,"2017_Mudginberri_Billabong_2017_Transect_3_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 3/","2017","Mudginberri","Transect 3","Location 3",50,209542,69.84733333,18,0.242111274,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"111",4895,"2017_Mudginberri_Billabong_2017_Transect_3_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 7/","2017","Mudginberri","Transect 3","Location 7",50,212400,70.8,18,0.692277311,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"112",4935,"2017_Mudginberri_Billabong_2017_Transect_3_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 8/","2017","Mudginberri","Transect 3","Location 8",50,212400,70.8,18,0.762897291,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"113",4975,"2017_Mudginberri_Billabong_2017_Transect_3_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 3_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 3/Location 9/","2017","Mudginberri","Transect 3","Location 9",50,213251,71.08366667,18,0.700752577,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"114",5015,"2017_Mudginberri_Billabong_2017_Transect_4_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 1/","2017","Mudginberri","Transect 4","Location 1",50,220166,73.38866667,19,0.858920167,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"115",5055,"2017_Mudginberri_Billabong_2017_Transect_4_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 10/","2017","Mudginberri","Transect 4","Location 10",50,243171,81.057,21,0.232135348,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"116",5095,"2017_Mudginberri_Billabong_2017_Transect_4_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 2/","2017","Mudginberri","Transect 4","Location 2",50,229047,76.349,20,0.866616499,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"117",5135,"2017_Mudginberri_Billabong_2017_Transect_4_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 3/","2017","Mudginberri","Transect 4","Location 3",50,232142,77.38066667,20,0.38531092,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"118",5175,"2017_Mudginberri_Billabong_2017_Transect_4_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 4/","2017","Mudginberri","Transect 4","Location 4",50,226075,75.35833333,19,0.112064423,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"119",5215,"2017_Mudginberri_Billabong_2017_Transect_4_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 5/","2017","Mudginberri","Transect 4","Location 5",50,249390,83.13,21,0.585351542,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"120",5255,"2017_Mudginberri_Billabong_2017_Transect_4_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 6/","2017","Mudginberri","Transect 4","Location 6",50,214096,71.36533333,18,0.415452331,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"121",5335,"2017_Mudginberri_Billabong_2017_Transect_4_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 8/","2017","Mudginberri","Transect 4","Location 8",50,239063,79.68766667,20,0.116965493,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"122",5375,"2017_Mudginberri_Billabong_2017_Transect_4_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 4_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 4/Location 9/","2017","Mudginberri","Transect 4","Location 9",50,247184,82.39466667,21,0.722386148,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"123",5415,"2017_Mudginberri_Billabong_2017_Transect_5_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 10/","2017","Mudginberri","Transect 5","Location 10",50,212400,70.8,18,0.048085791,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"124",5455,"2017_Mudginberri_Billabong_2017_Transect_5_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 2/","2017","Mudginberri","Transect 5","Location 2",50,211250,70.41666667,18,0.666292714,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"125",5495,"2017_Mudginberri_Billabong_2017_Transect_5_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 3/","2017","Mudginberri","Transect 5","Location 3",50,206459,68.81966667,18,0.787970128,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"126",5535,"2017_Mudginberri_Billabong_2017_Transect_5_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 4/","2017","Mudginberri","Transect 5","Location 4",50,201793,67.26433333,17,0.627700172,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"127",5575,"2017_Mudginberri_Billabong_2017_Transect_5_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 5/","2017","Mudginberri","Transect 5","Location 5",50,205529,68.50966667,18,0.233567495,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"128",5615,"2017_Mudginberri_Billabong_2017_Transect_5_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 6/","2017","Mudginberri","Transect 5","Location 6",50,205554,68.518,18,0.385284321,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"129",5655,"2017_Mudginberri_Billabong_2017_Transect_5_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 7/","2017","Mudginberri","Transect 5","Location 7",50,206135,68.71166667,18,0.474262001,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"130",5695,"2017_Mudginberri_Billabong_2017_Transect_5_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 5_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 5/Location 8/","2017","Mudginberri","Transect 5","Location 8",50,207873,69.291,18,0.300743445,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"131",5735,"2017_Mudginberri_Billabong_2017_Transect_6_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 1/","2017","Mudginberri","Transect 6","Location 1",50,200562,66.854,17,0.823058932,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"132",5775,"2017_Mudginberri_Billabong_2017_Transect_6_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 10/","2017","Mudginberri","Transect 6","Location 10",50,212400,70.8,18,0.431487222,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"133",5815,"2017_Mudginberri_Billabong_2017_Transect_6_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 4/","2017","Mudginberri","Transect 6","Location 4",50,204571,68.19033333,18,0.282137971,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"134",5855,"2017_Mudginberri_Billabong_2017_Transect_6_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 5/","2017","Mudginberri","Transect 6","Location 5",50,212400,70.8,18,0.585037609,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"135",5895,"2017_Mudginberri_Billabong_2017_Transect_6_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 6/","2017","Mudginberri","Transect 6","Location 6",50,212400,70.8,18,0.080904624,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"136",5935,"2017_Mudginberri_Billabong_2017_Transect_6_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Mudginberri Billabong 2017_Transect 6_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Mudginberri Billabong 2017/Transect 6/Location 7/","2017","Mudginberri","Transect 6","Location 7",50,212400,70.8,18,0.395988778,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"137",6015,"2017_Sandy_Billabong_2017_Transect_1_Location_1","Leiopotherapon unicolor","AvgN",0.00892857142857143,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 1/","2017","Sandy","Transect 1","Location 1",50,249340,83.11333333,21,0.642846622,"no",NA,"high","high","medium","medium",NA,NA,NA,0.0133928571428571
"138",6055,"2017_Sandy_Billabong_2017_Transect_1_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 10/","2017","Sandy","Transect 1","Location 10",50,313729,104.5763333,27,0.133356689,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"139",6135,"2017_Sandy_Billabong_2017_Transect_1_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 3/","2017","Sandy","Transect 1","Location 3",50,264690,88.23,23,0.471037397,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"140",6175,"2017_Sandy_Billabong_2017_Transect_1_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 4/","2017","Sandy","Transect 1","Location 4",50,284538,94.846,24,0.65542849,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"141",6215,"2017_Sandy_Billabong_2017_Transect_1_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 5/","2017","Sandy","Transect 1","Location 5",50,276570,92.19,24,0.766468591,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"142",6255,"2017_Sandy_Billabong_2017_Transect_1_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 6/","2017","Sandy","Transect 1","Location 6",50,290659,96.88633333,25,0.056837381,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"143",6295,"2017_Sandy_Billabong_2017_Transect_1_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 7/","2017","Sandy","Transect 1","Location 7",50,260777,86.92566667,22,0.728691057,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"144",6375,"2017_Sandy_Billabong_2017_Transect_1_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 1_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 1/Location 9/","2017","Sandy","Transect 1","Location 9",50,299130,99.71,25,0.456750464,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"145",6415,"2017_Sandy_Billabong_2017_Transect_2_Location_1","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 1_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 1/","2017","Sandy","Transect 2","Location 1",50,215267,71.75566667,18,0.121976131,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"146",6455,"2017_Sandy_Billabong_2017_Transect_2_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 10/","2017","Sandy","Transect 2","Location 10",50,212020,70.67333333,18,0.835833423,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"147",6495,"2017_Sandy_Billabong_2017_Transect_2_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 2/","2017","Sandy","Transect 2","Location 2",50,215819,71.93966667,18,0.745142585,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"148",6615,"2017_Sandy_Billabong_2017_Transect_2_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 5/","2017","Sandy","Transect 2","Location 5",50,210441,70.147,18,0.510963563,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"149",6655,"2017_Sandy_Billabong_2017_Transect_2_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 6/","2017","Sandy","Transect 2","Location 6",50,210360,70.12,18,0.527858953,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"150",6695,"2017_Sandy_Billabong_2017_Transect_2_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 7/","2017","Sandy","Transect 2","Location 7",50,210029,70.00966667,18,0.158720871,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"151",6735,"2017_Sandy_Billabong_2017_Transect_2_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 8/","2017","Sandy","Transect 2","Location 8",50,209893,69.96433333,18,0.68686017,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"152",6775,"2017_Sandy_Billabong_2017_Transect_2_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 2_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 2/Location 9/","2017","Sandy","Transect 2","Location 9",50,207740,69.24666667,18,0.520262892,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"153",6855,"2017_Sandy_Billabong_2017_Transect_3_Location_10","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 10_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 10/","2017","Sandy","Transect 3","Location 10",50,275422,91.80733333,23,0.486185729,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"154",6895,"2017_Sandy_Billabong_2017_Transect_3_Location_2","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 2_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 2/","2017","Sandy","Transect 3","Location 2",50,269903,89.96766667,23,0.299367382,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"155",6935,"2017_Sandy_Billabong_2017_Transect_3_Location_3","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 3_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 3/","2017","Sandy","Transect 3","Location 3",50,266339,88.77966667,23,0.310633877,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"156",6975,"2017_Sandy_Billabong_2017_Transect_3_Location_4","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 4_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 4/","2017","Sandy","Transect 3","Location 4",50,266503,88.83433333,23,0.364805773,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"157",7015,"2017_Sandy_Billabong_2017_Transect_3_Location_5","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 5_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 5/","2017","Sandy","Transect 3","Location 5",50,268995,89.665,23,0.582622262,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"158",7055,"2017_Sandy_Billabong_2017_Transect_3_Location_6","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 6_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 6/","2017","Sandy","Transect 3","Location 6",50,254110,84.70333333,22,0.567476932,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"159",7095,"2017_Sandy_Billabong_2017_Transect_3_Location_7","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 7_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 7/","2017","Sandy","Transect 3","Location 7",50,271454,90.48466667,23,0.208525374,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"160",7135,"2017_Sandy_Billabong_2017_Transect_3_Location_8","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 8_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 8/","2017","Sandy","Transect 3","Location 8",50,273989,91.32966667,23,0.805685927,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
"161",7175,"2017_Sandy_Billabong_2017_Transect_3_Location_9","Leiopotherapon unicolor","AvgN",0,".._data_Kakadu_fish_surrounding_videos_fixed_2017_Sandy Billabong 2017_Transect 3_Location 9_","../data/Kakadu_fish/surrounding_videos_fixed/2017/Sandy Billabong 2017/Transect 3/Location 9/","2017","Sandy","Transect 3","Location 9",50,263081,87.69366667,22,0.013329383,"no",NA,"high","high","medium","medium",NA,NA,NA,0.00446428571428569
